Primary Type,Description,Arrest,Beat,Community Area,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1523,25,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1131,26,,
THEFT,RETAIL THEFT,FALSE,1934,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2232,49,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,1931,7,,
THEFT,$500 AND UNDER,FALSE,1533,25,,
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,FALSE,1135,27,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,1031,30,,
HOMICIDE,FIRST DEGREE MURDER,TRUE,411,43,,
THEFT,OVER $500,FALSE,224,38,,
THEFT,RETAIL THEFT,TRUE,1224,28,,
THEFT,OVER $500,FALSE,2535,23,,
THEFT,RETAIL THEFT,TRUE,312,42,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,2211,74,,
THEFT,FROM BUILDING,FALSE,1614,76,,
HOMICIDE,FIRST DEGREE MURDER,TRUE,411,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1532,25,,
BATTERY,SIMPLE,FALSE,723,68,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1133,27,,
THEFT,$500 AND UNDER,FALSE,1414,22,,
ASSAULT,SIMPLE,FALSE,1111,23,,
THEFT,ATTEMPT THEFT,FALSE,121,28,,
ROBBERY,ARMED: HANDGUN,FALSE,1513,25,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,924,61,,
ROBBERY,VEHICULAR HIJACKING,FALSE,1132,26,,
BATTERY,SIMPLE,FALSE,712,68,,
THEFT,RETAIL THEFT,TRUE,1221,24,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,421,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,424,46,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,533,54,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2511,19,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1135,27,,
THEFT,FROM BUILDING,FALSE,111,32,,
BATTERY,SIMPLE,FALSE,2032,3,,
THEFT,FROM BUILDING,FALSE,1711,12,,
THEFT,FROM BUILDING,FALSE,1022,29,,
BURGLARY,FORCIBLE ENTRY,FALSE,2413,2,,
THEFT,FROM BUILDING,FALSE,2023,77,,
BATTERY,SIMPLE,FALSE,2221,73,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2011,2,,
THEFT,RETAIL THEFT,FALSE,2512,18,,
OTHER OFFENSE,OTHER WEAPONS VIOLATION,FALSE,2531,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,223,39,,
BATTERY,SIMPLE,FALSE,1522,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,313,42,,
BATTERY,SIMPLE,FALSE,1522,25,,
OTHER OFFENSE,OTHER WEAPONS VIOLATION,FALSE,1651,76,,
THEFT,FROM BUILDING,FALSE,1823,8,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1221,23,,
ASSAULT,SIMPLE,FALSE,1614,76,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,711,68,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,731,69,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1211,24,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,511,49,,
THEFT,$500 AND UNDER,FALSE,414,45,,
THEFT,FROM BUILDING,FALSE,1822,8,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,122,32,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2534,20,,
THEFT,$500 AND UNDER,FALSE,1013,30,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,2222,71,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,722,68,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,512,50,,
BATTERY,SIMPLE,FALSE,1011,29,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2532,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,835,70,,
THEFT,$500 AND UNDER,FALSE,2512,19,,
THEFT,$500 AND UNDER,FALSE,1232,28,,
THEFT,FROM BUILDING,FALSE,411,43,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,2522,19,,
THEFT,OVER $500,FALSE,932,61,,
BURGLARY,FORCIBLE ENTRY,FALSE,931,61,,
THEFT,RETAIL THEFT,TRUE,111,32,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,632,44,,
THEFT,RETAIL THEFT,FALSE,1922,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,422,46,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,FALSE,1022,29,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,2515,19,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1523,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,2524,22,,
THEFT,OVER $500,FALSE,712,68,,
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,FALSE,1014,29,,
ASSAULT,SIMPLE,FALSE,732,68,,
THEFT,RETAIL THEFT,FALSE,1432,22,,
BATTERY,AGG PO HANDS NO/MIN INJURY,FALSE,131,33,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,131,33,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,131,33,,
ASSAULT,SIMPLE,FALSE,2511,18,,
BURGLARY,FORCIBLE ENTRY,FALSE,311,40,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,311,40,,
BATTERY,SIMPLE,FALSE,825,66,,
THEFT,$500 AND UNDER,FALSE,1414,22,,
THEFT,OVER $500,FALSE,414,43,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1914,3,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,935,61,,
THEFT,FROM BUILDING,FALSE,1713,14,,
THEFT,OVER $500,FALSE,1011,29,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1522,25,,
THEFT,$500 AND UNDER,FALSE,1822,8,,
CRIMINAL TRESPASS,TO RESIDENCE,TRUE,524,53,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,932,61,,
THEFT,FROM BUILDING,FALSE,223,39,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,214,36,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,1811,7,,
THEFT,POCKET-PICKING,FALSE,1934,6,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,111,32,,
THEFT,FROM BUILDING,FALSE,1834,8,,
THEFT,FROM BUILDING,FALSE,214,38,,
THEFT,RETAIL THEFT,TRUE,1822,8,,
THEFT,$500 AND UNDER,FALSE,513,51,,
THEFT,FROM BUILDING,FALSE,1424,24,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,312,69,,
BATTERY,AGG PO HANDS NO/MIN INJURY,FALSE,112,32,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1533,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,822,62,,
ASSAULT,SIMPLE,FALSE,1731,16,,
BATTERY,SIMPLE,FALSE,1532,25,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1631,17,,
BATTERY,SIMPLE,FALSE,921,58,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,2521,20,,
THEFT,POCKET-PICKING,FALSE,122,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1225,28,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1634,15,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,714,67,,
THEFT,FROM BUILDING,FALSE,122,32,,
THEFT,POCKET-PICKING,FALSE,111,32,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,423,46,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,934,61,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1731,16,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,122,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2221,73,,
BATTERY,SIMPLE,TRUE,634,49,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,1925,6,,
THEFT,$500 AND UNDER,FALSE,724,67,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,222,39,,
CRIMINAL TRESPASS,TO STATE SUP LAND,TRUE,2232,73,,
ASSAULT,SIMPLE,FALSE,1433,24,,
THEFT,$500 AND UNDER,FALSE,1732,16,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,834,70,,
BATTERY,AGG PO HANDS NO/MIN INJURY,TRUE,512,50,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,923,63,,
ASSAULT,SIMPLE,FALSE,1513,25,,
THEFT,POCKET-PICKING,FALSE,1834,8,,
ASSAULT,SIMPLE,TRUE,311,40,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,324,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,212,36,,
BATTERY,SIMPLE,TRUE,1523,25,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,2432,1,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,2515,19,,
THEFT,FROM BUILDING,FALSE,935,61,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,2514,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1923,6,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,332,43,,
THEFT,RETAIL THEFT,TRUE,122,32,,
THEFT,$500 AND UNDER,FALSE,1624,15,,
THEFT,FROM BUILDING,FALSE,122,32,,
ASSAULT,SIMPLE,TRUE,1832,8,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2411,2,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,822,62,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,2422,1,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,334,43,,
BURGLARY,UNLAWFUL ENTRY,FALSE,424,46,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1923,6,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1934,6,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,814,56,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,821,57,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1522,25,,
ASSAULT,SIMPLE,FALSE,322,69,,
BATTERY,SIMPLE,FALSE,1233,31,,
THEFT,$500 AND UNDER,FALSE,2232,73,,
THEFT,RETAIL THEFT,TRUE,1933,6,,
THEFT,FROM BUILDING,FALSE,1834,8,,
BATTERY,SIMPLE,FALSE,1712,14,,
BATTERY,SIMPLE,FALSE,431,51,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,331,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1531,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,223,38,,
BATTERY,SIMPLE,FALSE,1913,3,,
THEFT,RETAIL THEFT,FALSE,112,32,,
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,FALSE,1524,25,,
ASSAULT,SIMPLE,FALSE,611,71,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,523,53,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,523,53,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,121,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,114,32,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1912,3,,
THEFT,$500 AND UNDER,FALSE,2535,22,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,121,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1833,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1632,17,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2012,77,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,121,28,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,232,40,,
THEFT,$500 AND UNDER,FALSE,1031,30,,
THEFT,$500 AND UNDER,FALSE,1413,22,,
DECEPTIVE PRACTICE,FORGERY,FALSE,211,35,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,424,46,,
BURGLARY,UNLAWFUL ENTRY,TRUE,823,66,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,1125,27,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,722,68,,
THEFT,RETAIL THEFT,FALSE,522,53,,
BURGLARY,FORCIBLE ENTRY,FALSE,835,66,,
THEFT,POCKET-PICKING,FALSE,1414,22,,
THEFT,$500 AND UNDER,FALSE,1421,22,,
THEFT,FROM BUILDING,FALSE,214,38,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,732,68,,
ASSAULT,SIMPLE,FALSE,623,69,,
THEFT,ATTEMPT THEFT,FALSE,112,32,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1132,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1033,30,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2515,19,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,123,32,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1014,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,332,43,,
THEFT,FROM BUILDING,FALSE,1231,28,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1122,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1532,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,1723,16,,
BURGLARY,FORCIBLE ENTRY,FALSE,321,42,,
ASSAULT,SIMPLE,FALSE,412,45,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1722,16,,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,TRUE,921,58,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,121,28,,
THEFT,PURSE-SNATCHING,FALSE,1112,23,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,715,67,,
THEFT,$500 AND UNDER,FALSE,1833,8,,
THEFT,$500 AND UNDER,FALSE,2514,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,832,66,,
THEFT,ATTEMPT THEFT,TRUE,2033,3,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,1014,29,,
BATTERY,SIMPLE,FALSE,613,71,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,733,68,,
THEFT,FROM BUILDING,FALSE,632,44,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,735,67,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,835,66,,
THEFT,FROM BUILDING,FALSE,1111,25,,
THEFT,FROM BUILDING,FALSE,113,32,,
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,FALSE,123,32,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,2212,75,,
THEFT,$500 AND UNDER,FALSE,522,49,,
THEFT,$500 AND UNDER,FALSE,831,66,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,211,35,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1215,28,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1114,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1532,25,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,814,56,,
BURGLARY,UNLAWFUL ENTRY,FALSE,512,49,,
DECEPTIVE PRACTICE,BOGUS CHECK,FALSE,1523,25,,
THEFT,FROM BUILDING,FALSE,123,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1113,25,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1712,14,,
THEFT,$500 AND UNDER,FALSE,1022,29,,
ASSAULT,SIMPLE,FALSE,1122,26,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1531,25,,
ASSAULT,SIMPLE,FALSE,614,71,,
ASSAULT,SIMPLE,FALSE,835,70,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,131,33,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,922,58,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,621,71,,
BATTERY,SIMPLE,FALSE,1122,23,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,922,58,,
THEFT,RETAIL THEFT,TRUE,632,44,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1523,25,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1222,27,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,511,49,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1634,15,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,431,51,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2221,71,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,221,38,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,823,65,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,823,65,,
THEFT,$500 AND UNDER,FALSE,912,59,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1923,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
BURGLARY,FORCIBLE ENTRY,FALSE,813,64,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,633,44,,
THEFT,OVER $500,FALSE,1023,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,211,35,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1115,26,,
BURGLARY,UNLAWFUL ENTRY,FALSE,621,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,632,44,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,414,46,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1132,26,,
BURGLARY,FORCIBLE ENTRY,FALSE,1031,30,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1224,28,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1123,27,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,813,64,,
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,FALSE,1633,15,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,831,66,,
CRIMINAL TRESPASS,TO RESIDENCE,TRUE,1712,14,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,935,61,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,813,62,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1113,26,,
THEFT,$500 AND UNDER,FALSE,233,40,,
THEFT,$500 AND UNDER,FALSE,2525,22,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1533,25,,
THEFT,$500 AND UNDER,FALSE,2524,20,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,931,63,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2522,20,,
ASSAULT,SIMPLE,FALSE,2213,72,,
THEFT,$500 AND UNDER,FALSE,1814,7,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,121,28,,
ROBBERY,AGGRAVATED,FALSE,1533,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1231,28,,
CRIMINAL TRESPASS,TO RESIDENCE,TRUE,2211,74,,
ROBBERY,ARMED: HANDGUN,FALSE,511,49,,
BURGLARY,FORCIBLE ENTRY,FALSE,823,65,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1232,28,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1034,31,,
BURGLARY,FORCIBLE ENTRY,FALSE,524,53,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2422,1,,
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,FALSE,412,48,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,324,43,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,TRUE,822,62,,
ROBBERY,ARMED: HANDGUN,FALSE,2013,77,,
THEFT,$500 AND UNDER,FALSE,2525,22,,
THEFT,OVER $500,FALSE,323,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2211,74,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1231,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,122,32,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,2423,1,,
THEFT,$500 AND UNDER,FALSE,225,40,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,632,44,,
THEFT,$500 AND UNDER,FALSE,2535,23,,
THEFT,FROM BUILDING,FALSE,1833,8,,
BATTERY,SIMPLE,FALSE,2521,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,631,44,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,1924,6,,
ROBBERY,ARMED: HANDGUN,FALSE,221,39,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1914,3,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1423,24,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2222,73,,
THEFT,FROM BUILDING,FALSE,1831,8,,
BURGLARY,FORCIBLE ENTRY,FALSE,612,71,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,1234,31,,
THEFT,$500 AND UNDER,FALSE,1115,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1213,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2424,1,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,1212,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,631,44,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,621,44,,
BATTERY,SIMPLE,FALSE,1423,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,331,43,,
NARCOTICS,POSS: SYNTHETIC DRUGS,TRUE,2534,23,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1812,7,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,212,36,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1813,7,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1532,25,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,1421,24,,
ASSAULT,SIMPLE,FALSE,712,68,,
BATTERY,SIMPLE,FALSE,834,70,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1914,3,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,1032,30,,
MOTOR VEHICLE THEFT,AUTOMOBILE,TRUE,925,37,,
BURGLARY,FORCIBLE ENTRY,TRUE,914,34,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1215,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1511,25,,
THEFT,$500 AND UNDER,FALSE,914,34,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,121,28,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,234,41,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,423,46,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,1014,29,,
THEFT,$500 AND UNDER,FALSE,423,46,,
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,FALSE,726,67,,
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FALSE,122,32,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,1125,27,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,622,71,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2512,19,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,632,44,,
ASSAULT,SIMPLE,FALSE,731,69,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,612,71,,
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,TRUE,1412,21,,
THEFT,OVER $500,FALSE,1213,24,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,TRUE,523,53,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,234,41,,
THEFT,$500 AND UNDER,FALSE,1613,10,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,324,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1712,14,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,512,49,,
THEFT,$500 AND UNDER,FALSE,1413,22,,
BURGLARY,UNLAWFUL ENTRY,FALSE,511,49,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,824,63,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1712,14,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,632,44,,
ROBBERY,ARMED: HANDGUN,FALSE,222,39,,
ASSAULT,SIMPLE,FALSE,612,71,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,932,61,,
THEFT,OVER $500,FALSE,711,68,,
THEFT,OVER $500,FALSE,1622,15,,
THEFT,FROM BUILDING,FALSE,1924,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1014,29,,
CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,FALSE,133,33,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,632,44,,
CRIMINAL TRESPASS,TO VEHICLE,TRUE,1011,29,,
THEFT,$500 AND UNDER,FALSE,522,49,,
ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,FALSE,733,68,,
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,FALSE,1221,24,,
BURGLARY,FORCIBLE ENTRY,FALSE,1731,15,,
CRIMINAL TRESPASS,TO LAND,TRUE,1011,29,,
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,FALSE,921,58,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,512,49,,
BATTERY,SIMPLE,TRUE,2432,1,,
ASSAULT,SIMPLE,TRUE,431,51,,
BATTERY,SIMPLE,FALSE,512,50,,
BURGLARY,FORCIBLE ENTRY,FALSE,1132,29,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2223,71,,
BATTERY,SIMPLE,FALSE,2432,1,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1831,8,,
BATTERY,SIMPLE,FALSE,332,43,,
THEFT,PURSE-SNATCHING,FALSE,213,38,,
CRIMINAL TRESPASS,TO LAND,TRUE,133,35,,
CRIMINAL TRESPASS,TO LAND,TRUE,133,35,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1511,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,423,46,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1121,23,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,131,33,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1522,25,,
